iter	Logloss	Accuracy
883	0.3402439181	0.8560179978
884	0.3401788175	0.8582677165
885	0.3401273139	0.8571428571
886	0.3401228884	0.8582677165
887	0.3399598771	0.8605174353
888	0.3396706063	0.8605174353
889	0.3395906175	0.8605174353
890	0.3392400874	0.8627671541
891	0.3392224722	0.8627671541
892	0.3391837328	0.8627671541
893	0.3390483776	0.8638920135
894	0.3390049466	0.8638920135
895	0.3389272205	0.8638920135
896	0.3388776847	0.8638920135
897	0.3387945158	0.8638920135
898	0.3385443528	0.8650168729
899	0.3383939352	0.8638920135
900	0.3383474868	0.8650168729
901	0.338306807	0.8650168729
902	0.33823585	0.8672665917
903	0.3382180677	0.8672665917
904	0.3381211049	0.8672665917
905	0.3380893197	0.8672665917
906	0.338057179	0.8672665917
907	0.3379982981	0.8672665917
908	0.3378471919	0.8672665917
909	0.3377359326	0.8661417323
910	0.3377055604	0.8650168729
911	0.3375889492	0.8672665917
912	0.3375601391	0.8672665917
913	0.3373878604	0.8661417323
914	0.3371917045	0.8661417323
915	0.3371571215	0.8661417323
916	0.3371164025	0.8661417323
917	0.337020904	0.8661417323
918	0.3369212453	0.8661417323
919	0.3368386393	0.8661417323
920	0.3367432313	0.8661417323
921	0.3367083188	0.8661417323
922	0.3366598947	0.8661417323
923	0.3364406033	0.8661417323
924	0.3363959514	0.8661417323
925	0.3363152829	0.8661417323
926	0.3362941303	0.8661417323
927	0.336265308	0.8661417323
928	0.3362402442	0.8661417323
929	0.3361575671	0.8661417323
930	0.3361316414	0.8661417323
931	0.3360577529	0.8661417323
932	0.3360098996	0.8661417323
933	0.335991549	0.8661417323
934	0.3359645934	0.8661417323
935	0.3359072102	0.8661417323
936	0.3358377602	0.8661417323
937	0.3357088509	0.8661417323
938	0.3356952242	0.8661417323
939	0.3354119213	0.8661417323
940	0.335329036	0.8661417323
941	0.3353103414	0.8661417323
942	0.3352864741	0.8661417323
943	0.3352643836	0.8672665917
944	0.3352130561	0.8672665917
945	0.3349601456	0.8672665917
946	0.3349309112	0.8672665917
947	0.3347936827	0.8672665917
948	0.334763615	0.8672665917
949	0.3346414855	0.8672665917
950	0.3345101869	0.8672665917
951	0.3344862273	0.8672665917
952	0.3344721004	0.8672665917
953	0.3344102519	0.8672665917
954	0.3341798346	0.8672665917
955	0.3341201163	0.8672665917
956	0.3340534558	0.8672665917
957	0.3339665	0.8672665917
958	0.3339189753	0.8672665917
959	0.3338840974	0.8672665917
960	0.3337829859	0.8661417323
961	0.3335265395	0.8661417323
962	0.3332081624	0.8672665917
963	0.3330145392	0.8672665917
964	0.3329596622	0.8672665917
965	0.33256278	0.8661417323
966	0.3324801058	0.8672665917
967	0.3324457348	0.8672665917
968	0.3323736264	0.8661417323
969	0.3321868259	0.8672665917
970	0.3321546351	0.8672665917
971	0.3320280295	0.8672665917
972	0.3319369438	0.8672665917
973	0.3317490082	0.8661417323
974	0.3316592153	0.8672665917
975	0.3315836471	0.8672665917
976	0.3314955536	0.8672665917
977	0.3313894362	0.8672665917
978	0.3312001402	0.8672665917
979	0.3311761572	0.8672665917
980	0.3311652869	0.8672665917
981	0.3311518631	0.8672665917
982	0.3309816991	0.8683914511
983	0.3308974896	0.8695163105
984	0.3308667972	0.8695163105
985	0.3308151889	0.8683914511
986	0.3307605448	0.8695163105
987	0.3306131598	0.8695163105
988	0.330515435	0.8695163105
989	0.3303962501	0.8695163105
990	0.3303756986	0.8695163105
991	0.3302733598	0.8695163105
992	0.330201113	0.8695163105
993	0.3301627557	0.8695163105
994	0.3300251591	0.8683914511
995	0.3299024039	0.8683914511
996	0.3298607389	0.8683914511
997	0.3298302673	0.8695163105
998	0.3297707266	0.8695163105
999	0.3296627031	0.8683914511
